School Code,Teacher,Date,Julian,Tree ID,Species Code,Total Leaves,Fallen Leaves,Tree Color
GDH,McCracken,2013-09-26,269,3,RM,12,0,1
GDH,McCracken,2013-09-26,269,4,GB,12,0,1
GDH,McCracken,2013-10-08,281,1,RO,12,0,1
GDH,McCracken,2013-10-08,281,2,WO,12,1,2
GDH,McCracken,2013-10-08,281,3,RM,12,0,4
GDH,McCracken,2013-10-08,281,4,GB,12,4,2
GDH,McCracken,2013-10-17,290,1,RO,12,3,4
GDH,McCracken,2013-10-17,290,2,WO,12,2,3
GDH,McCracken,2013-10-17,290,3,RM,12,12,4
GDH,McCracken,2013-10-17,290,4,GB,12,5,2
GDH,McCracken,2013-11-04,308,1,RO,12,8,4
GDH,McCracken,2013-11-04,308,2,WO,12,9,4
GDH,McCracken,2013-11-04,308,3,RM,12,12,4
GDH,McCracken,2013-11-04,308,4,GB,12,10,NA
GDH,McCracken,2013-11-18,322,1,RO,12,10,4
GDH,McCracken,2013-11-18,322,2,WO,12,9,4
GDH,McCracken,2013-11-18,322,3,RM,12,12,4
GDH,McCracken,2013-11-18,322,4,GB,12,12,4
GDH,McCracken,2014-09-19,262,1,RO,12,0,1
GDH,McCracken,2014-09-19,262,2,WO,12,0,1
GDH,McCracken,2014-09-19,262,3,RM,12,0,1
GDH,McCracken,2014-09-19,262,4,GB,12,0,1
GDH,McCracken,2014-09-22,265,1,RO,12,0,1
GDH,McCracken,2014-09-22,265,2,WO,12,0,1
GDH,McCracken,2014-09-22,265,3,RM,12,0,1
GDH,McCracken,2014-09-22,265,4,GB,12,0,2
GDH,McCracken,2014-09-22,265,5,RO,12,0,1
GDH,McCracken,2014-09-22,265,6,RM,12,0,1
GDH,McCracken,2014-09-22,265,8,GB,12,1,2
GDH,McCracken,2014-09-29,272,1,RO,12,0,1
GDH,McCracken,2014-09-29,272,2,WO,12,0,2
GDH,McCracken,2014-09-29,272,3,RM,12,0,2
GDH,McCracken,2014-09-29,272,4,GB,12,0,2
GDH,McCracken,2014-09-29,272,5,RO,12,0,1
GDH,McCracken,2014-09-29,272,6,RM,12,5,3
GDH,McCracken,2014-09-29,272,8,GB,12,1,1
GDH,McCracken,2014-10-06,279,1,RO,12,0,1
GDH,McCracken,2014-10-06,279,2,WO,12,0,2
GDH,McCracken,2014-10-06,279,3,RM,12,1,3
GDH,McCracken,2014-10-06,279,4,GB,12,0,2
GDH,McCracken,2014-10-06,279,5,RO,12,0,1
GDH,McCracken,2014-10-06,279,6,RM,12,11,4
GDH,McCracken,2014-10-06,279,8,GB,12,1,2
GDH,McCracken,2014-10-15,288,1,RO,12,0,1
GDH,McCracken,2014-10-15,288,2,WO,12,10,3
GDH,McCracken,2014-10-15,288,3,RM,12,8,4
GDH,McCracken,2014-10-15,288,4,GB,12,0,2
GDH,McCracken,2014-10-15,288,5,RO,12,1,2
GDH,McCracken,2014-10-15,288,6,RM,12,12,4
GDH,McCracken,2014-10-15,288,8,GB,12,1,2
GDH,McCracken,2014-10-20,293,1,RO,12,1,1
GDH,McCracken,2014-10-20,293,2,WO,12,12,4
GDH,McCracken,2014-10-20,293,3,RM,12,12,4
GDH,McCracken,2014-10-20,293,4,GB,12,1,2
GDH,McCracken,2014-10-20,293,5,RO,12,2,3
GDH,McCracken,2014-10-20,293,6,RM,12,12,4
GDH,McCracken,2014-10-20,293,8,GB,12,2,3
GDH,McCracken,2014-10-27,300,1,RO,12,3,3
GDH,McCracken,2014-10-27,300,2,WO,12,12,4
GDH,McCracken,2014-10-27,300,3,RM,12,12,4
GDH,McCracken,2014-10-27,300,4,GB,12,1,2
GDH,McCracken,2014-10-27,300,5,RO,12,7,4
GDH,McCracken,2014-10-27,300,6,RM,12,12,4
GDH,McCracken,2014-10-27,300,8,GB,12,3,2
GDH,McCracken,2014-11-04,308,1,RO,12,5,4
GDH,McCracken,2014-11-04,308,2,WO,12,12,4
GDH,McCracken,2014-11-04,308,3,RM,12,12,4
GDH,McCracken,2014-11-04,308,4,GB,12,2,3
GDH,McCracken,2014-11-04,308,5,RO,12,11,4
GDH,McCracken,2014-11-04,308,6,RM,12,12,4
GDH,McCracken,2014-11-04,308,8,GB,12,10,4
GDH,McCracken,2014-11-10,314,1,RO,12,10,4
GDH,McCracken,2014-11-10,314,2,WO,12,12,4
GDH,McCracken,2014-11-10,314,3,RM,12,12,4
GDH,McCracken,2014-11-10,314,4,GB,12,9,4
GDH,McCracken,2014-11-10,314,5,RO,12,11,4
GDH,McCracken,2014-11-10,314,6,RM,12,12,4
GDH,McCracken,2014-11-10,314,8,GB,12,12,4
GDH,McCracken,2015-10-01,274,1,RO,12,0,1
GDH,McCracken,2015-10-01,274,2,WO,12,0,1
GDH,McCracken,2015-10-01,274,3,RM,12,0,1
GDH,McCracken,2015-10-01,274,4,GB,12,0,1
GDH,McCracken,2015-10-09,282,1,RO,12,0,1
GDH,McCracken,2015-10-09,282,2,WO,12,0,1
GDH,McCracken,2015-10-09,282,3,RM,12,0,1
GDH,McCracken,2015-10-09,282,4,GB,12,0,1
GDH,McCracken,2015-10-16,289,1,RO,12,0,2
GDH,McCracken,2015-10-16,289,2,WO,12,0,2
GDH,McCracken,2015-10-16,289,3,RM,12,1,4
GDH,McCracken,2015-10-16,289,4,GB,12,0,2
GDH,McCracken,2015-10-23,296,1,RO,12,1,4
GDH,McCracken,2015-10-23,296,2,WO,12,0,3
GDH,McCracken,2015-10-23,296,3,RM,12,7,4
GDH,McCracken,2015-10-23,296,4,GB,12,0,1
GDH,McCracken,2015-10-30,303,1,RO,12,4,4
GDH,McCracken,2015-10-30,303,2,WO,12,3,4
GDH,McCracken,2015-10-30,303,3,RM,12,12,4
GDH,McCracken,2015-10-30,303,4,GB,12,0,3
GDH,McCracken,2015-11-06,310,1,RO,12,5,4
GDH,McCracken,2015-11-06,310,2,WO,12,5,4
GDH,McCracken,2015-11-06,310,3,RM,12,12,4
GDH,McCracken,2015-11-06,310,4,GB,12,8,4
GDH,McCracken,2015-11-13,317,1,RO,12,6,4
GDH,McCracken,2015-11-13,317,2,WO,12,7,4
GDH,McCracken,2015-11-13,317,3,RM,12,12,4
GDH,McCracken,2015-11-13,317,4,GB,12,12,4
GRH,Tata,2014-09-12,255,53,BE,12,0,1
GRH,Tata,2014-09-12,255,54,BE,12,0,1
GRH,Tata,2014-09-12,255,55,ST,12,0,1
GRH,Tata,2014-09-12,255,56,RM,12,0,1
GRH,Tata,2014-09-12,255,58,RM,12,0,1
GRH,Tata,2014-09-12,255,59,WO,12,0,1
GRH,Tata,2014-09-12,255,60,WO,12,0,1
GRH,Tata,2014-09-25,268,53,BE,12,0,1
GRH,Tata,2014-09-25,268,54,BE,12,0,1
GRH,Tata,2014-09-25,268,55,ST,12,0,1
GRH,Tata,2014-09-25,268,56,RM,12,1,1
GRH,Tata,2014-09-25,268,58,RM,12,0,2
GRH,Tata,2014-09-25,268,59,WO,12,0,1
GRH,Tata,2014-09-25,268,60,WO,12,1,1
GRH,Tata,2014-10-02,275,59,WO,12,3,1
GRH,Tata,2014-10-03,276,53,BE,12,1,1
GRH,Tata,2014-10-03,276,54,BE,12,0,1
GRH,Tata,2014-10-03,276,55,ST,12,0,1
GRH,Tata,2014-10-03,276,56,RM,12,1,2
GRH,Tata,2014-10-03,276,58,RM,12,0,3
GRH,Tata,2014-10-03,276,60,WO,12,2,2
GRH,Tata,2014-10-09,282,56,RM,12,3,3
GRH,Tata,2014-10-09,282,58,RM,12,2,4
GRH,Tata,2014-10-09,282,59,WO,12,3,2
GRH,Tata,2014-10-17,290,53,BE,12,1,2
GRH,Tata,2014-10-17,290,54,BE,12,0,2
GRH,Tata,2014-10-17,290,55,ST,12,1,3
GRH,Tata,2014-10-17,290,56,RM,12,9,3
GRH,Tata,2014-10-17,290,58,RM,12,12,4
GRH,Tata,2014-10-17,290,59,WO,12,4,3
GRH,Tata,2014-10-17,290,60,WO,12,6,3
GRH,Tata,2014-10-30,303,53,BE,12,5,4
GRH,Tata,2014-10-30,303,54,BE,12,3,4
GRH,Tata,2014-10-30,303,55,ST,12,6,4
GRH,Tata,2014-10-30,303,56,RM,12,9,4
GRH,Tata,2014-11-06,310,53,BE,12,12,4
GRH,Tata,2014-11-06,310,54,BE,12,6,4
GRH,Tata,2014-11-06,310,55,ST,12,6,4
GRH,Tata,2014-11-06,310,56,RM,12,12,4
GRH,Tata,2014-11-06,310,59,WO,12,8,4
GRH,Tata,2014-11-06,310,60,WO,12,12,4
GRH,Van Valkenburg,2008-09-11,255,1,BC,12,0,1
GRH,Van Valkenburg,2008-09-11,255,2,WB,24,0,1
GRH,Van Valkenburg,2008-09-11,255,3,BE,24,0,1
GRH,Van Valkenburg,2008-09-11,255,4,RM,12,0,1
GRH,Van Valkenburg,2008-09-11,255,5,RM,24,0,1
GRH,Van Valkenburg,2008-09-11,255,6,TA,18,0,1
GRH,Van Valkenburg,2008-09-11,255,7,GB,11,0,1
GRH,Van Valkenburg,2008-09-11,255,8,RO,12,0,1
GRH,Van Valkenburg,2008-09-11,255,9,RO,12,0,1
GRH,Van Valkenburg,2008-09-11,255,10,WA,12,0,1
GRH,Van Valkenburg,2008-09-11,255,11,LA,12,0,1
GRH,Van Valkenburg,2008-09-11,255,12,BC,12,2,1
GRH,Van Valkenburg,2008-09-11,255,13,TA,12,1,1
GRH,Van Valkenburg,2008-09-11,255,14,LA,12,0,1
GRH,Van Valkenburg,2008-09-11,255,15,BE,12,0,1
GRH,Van Valkenburg,2008-09-11,255,16,WB,12,0,1
GRH,Van Valkenburg,2008-09-11,255,17,GB,12,1,1
GRH,Van Valkenburg,2008-09-11,255,18,WA,12,0,1
GRH,Van Valkenburg,2008-09-11,255,19,YB,12,0,1
GRH,Van Valkenburg,2008-09-11,255,20,YB,12,0,1
GRH,Van Valkenburg,2008-09-16,260,1,BC,12,0,1
GRH,Van Valkenburg,2008-09-16,260,2,WB,24,0,1
GRH,Van Valkenburg,2008-09-16,260,3,BE,24,0,1
GRH,Van Valkenburg,2008-09-16,260,4,RM,12,0,1
GRH,Van Valkenburg,2008-09-16,260,5,RM,24,0,1
GRH,Van Valkenburg,2008-09-16,260,6,TA,18,0,1
GRH,Van Valkenburg,2008-09-16,260,7,GB,11,0,2
GRH,Van Valkenburg,2008-09-16,260,8,RO,12,0,1
GRH,Van Valkenburg,2008-09-16,260,9,RO,12,0,1
GRH,Van Valkenburg,2008-09-16,260,10,WA,12,0,1
GRH,Van Valkenburg,2008-09-16,260,11,LA,12,0,1
GRH,Van Valkenburg,2008-09-16,260,12,BC,12,2,1
GRH,Van Valkenburg,2008-09-16,260,13,TA,12,1,1
GRH,Van Valkenburg,2008-09-16,260,14,LA,12,0,2
GRH,Van Valkenburg,2008-09-16,260,15,BE,12,0,1
GRH,Van Valkenburg,2008-09-16,260,16,WB,12,0,1
GRH,Van Valkenburg,2008-09-16,260,18,WA,12,0,1
GRH,Van Valkenburg,2008-09-16,260,19,YB,12,0,1
GRH,Van Valkenburg,2008-09-16,260,20,YB,12,0,1
GRH,Van Valkenburg,2008-09-22,266,1,BC,12,0,3
GRH,Van Valkenburg,2008-09-22,266,2,WB,24,0,1
GRH,Van Valkenburg,2008-09-22,266,3,BE,24,0,1
GRH,Van Valkenburg,2008-09-22,266,4,RM,12,0,2
GRH,Van Valkenburg,2008-09-22,266,5,RM,24,0,1
GRH,Van Valkenburg,2008-09-22,266,6,TA,18,0,1
GRH,Van Valkenburg,2008-09-22,266,7,GB,11,0,2
GRH,Van Valkenburg,2008-09-22,266,8,RO,12,0,1
GRH,Van Valkenburg,2008-09-22,266,9,RO,12,0,1
GRH,Van Valkenburg,2008-09-22,266,10,WA,12,0,1
GRH,Van Valkenburg,2008-09-22,266,11,LA,12,1,1
GRH,Van Valkenburg,2008-09-22,266,12,BC,12,2,1
GRH,Van Valkenburg,2008-09-22,266,13,TA,12,1,1
GRH,Van Valkenburg,2008-09-22,266,14,LA,12,0,2
GRH,Van Valkenburg,2008-09-22,266,15,BE,12,0,1
GRH,Van Valkenburg,2008-09-22,266,16,WB,12,0,1
GRH,Van Valkenburg,2008-09-22,266,18,WA,12,1,2
GRH,Van Valkenburg,2008-09-22,266,19,YB,12,0,2
GRH,Van Valkenburg,2008-09-22,266,20,YB,12,0,1
GRH,Van Valkenburg,2008-09-24,268,1,BC,12,2,3
GRH,Van Valkenburg,2008-09-24,268,5,RM,24,0,2
GRH,Van Valkenburg,2008-09-29,273,2,WB,24,4,2
GRH,Van Valkenburg,2008-09-29,273,3,BE,24,0,1
GRH,Van Valkenburg,2008-09-29,273,6,TA,18,0,1
GRH,Van Valkenburg,2008-09-29,273,7,GB,11,4,2
GRH,Van Valkenburg,2008-09-29,273,8,RO,12,0,2
GRH,Van Valkenburg,2008-09-29,273,9,RO,12,0,1
GRH,Van Valkenburg,2008-09-29,273,10,WA,12,3,1
GRH,Van Valkenburg,2008-09-29,273,11,LA,12,1,1
GRH,Van Valkenburg,2008-09-29,273,12,BC,12,5,1
GRH,Van Valkenburg,2008-09-29,273,13,TA,12,1,1
GRH,Van Valkenburg,2008-09-29,273,14,LA,12,0,2
GRH,Van Valkenburg,2008-09-29,273,15,BE,12,0,1
GRH,Van Valkenburg,2008-09-29,273,16,WB,12,0,2
GRH,Van Valkenburg,2008-09-29,273,18,WA,12,1,2
GRH,Van Valkenburg,2008-09-29,273,19,YB,12,0,2
GRH,Van Valkenburg,2008-09-29,273,20,YB,12,0,1
GRH,Van Valkenburg,2008-10-01,275,20,YB,12,0,2
GRH,Van Valkenburg,2008-10-02,276,2,WB,24,4,2
GRH,Van Valkenburg,2008-10-02,276,3,BE,24,2,1
GRH,Van Valkenburg,2008-10-02,276,7,GB,11,5,2
GRH,Van Valkenburg,2008-10-02,276,8,RO,12,0,2
GRH,Van Valkenburg,2008-10-02,276,9,RO,12,0,1
GRH,Van Valkenburg,2008-10-02,276,10,WA,12,3,1
GRH,Van Valkenburg,2008-10-02,276,11,LA,12,2,2
GRH,Van Valkenburg,2008-10-02,276,12,BC,12,6,2
GRH,Van Valkenburg,2008-10-02,276,14,LA,12,0,2
GRH,Van Valkenburg,2008-10-02,276,15,BE,12,0,1
GRH,Van Valkenburg,2008-10-02,276,19,YB,12,0,3
GRH,Van Valkenburg,2008-10-02,276,21,RM,12,0,2
GRH,Van Valkenburg,2008-10-06,280,1,BC,12,12,4
GRH,Van Valkenburg,2008-10-06,280,2,WB,24,5,3
GRH,Van Valkenburg,2008-10-06,280,3,BE,24,2,1
GRH,Van Valkenburg,2008-10-06,280,6,TA,18,0,1
GRH,Van Valkenburg,2008-10-06,280,7,GB,11,7,2
GRH,Van Valkenburg,2008-10-06,280,8,RO,12,0,2
GRH,Van Valkenburg,2008-10-06,280,9,RO,12,0,1
GRH,Van Valkenburg,2008-10-06,280,11,LA,12,2,2
GRH,Van Valkenburg,2008-10-06,280,12,BC,12,6,2
GRH,Van Valkenburg,2008-10-06,280,13,TA,12,1,2
GRH,Van Valkenburg,2008-10-06,280,14,LA,12,0,3
GRH,Van Valkenburg,2008-10-06,280,15,BE,12,0,1
GRH,Van Valkenburg,2008-10-06,280,16,WB,12,0,2
GRH,Van Valkenburg,2008-10-06,280,17,GB,12,6,1
GRH,Van Valkenburg,2008-10-06,280,18,WA,12,1,3
GRH,Van Valkenburg,2008-10-06,280,19,YB,12,3,3
GRH,Van Valkenburg,2008-10-06,280,20,YB,12,0,2
GRH,Van Valkenburg,2008-10-06,280,21,RM,12,0,2
GRH,Van Valkenburg,2008-10-06,280,22,RM,12,0,2
GRH,Van Valkenburg,2008-10-07,281,1,BC,12,12,4
GRH,Van Valkenburg,2008-10-07,281,3,BE,24,2,1
GRH,Van Valkenburg,2008-10-07,281,6,TA,18,0,1
GRH,Van Valkenburg,2008-10-07,281,7,GB,11,7,2
GRH,Van Valkenburg,2008-10-07,281,21,RM,12,0,2
GRH,Van Valkenburg,2008-10-08,282,8,RO,12,0,2
GRH,Van Valkenburg,2008-10-14,288,1,BC,12,12,4
GRH,Van Valkenburg,2008-10-14,288,2,WB,24,16,3
GRH,Van Valkenburg,2008-10-14,288,3,BE,24,2,1
GRH,Van Valkenburg,2008-10-14,288,6,TA,18,0,2
GRH,Van Valkenburg,2008-10-14,288,7,GB,11,8,3
GRH,Van Valkenburg,2008-10-14,288,8,RO,12,0,2
GRH,Van Valkenburg,2008-10-14,288,9,RO,12,0,2
GRH,Van Valkenburg,2008-10-14,288,10,WA,12,7,4
GRH,Van Valkenburg,2008-10-14,288,11,LA,12,5,2
GRH,Van Valkenburg,2008-10-14,288,12,BC,12,6,3
GRH,Van Valkenburg,2008-10-14,288,13,TA,12,1,4
GRH,Van Valkenburg,2008-10-14,288,14,LA,12,0,3
GRH,Van Valkenburg,2008-10-14,288,15,BE,12,0,1
GRH,Van Valkenburg,2008-10-14,288,16,WB,12,0,3
GRH,Van Valkenburg,2008-10-14,288,18,WA,12,2,3
GRH,Van Valkenburg,2008-10-14,288,19,YB,12,8,4
GRH,Van Valkenburg,2008-10-14,288,20,YB,12,6,3
GRH,Van Valkenburg,2008-10-14,288,21,RM,12,0,3
GRH,Van Valkenburg,2008-10-14,288,22,RM,12,4,4
GRH,Van Valkenburg,2008-10-17,291,1,BC,12,12,4
GRH,Van Valkenburg,2008-10-17,291,6,TA,18,0,3
GRH,Van Valkenburg,2008-10-17,291,11,LA,12,7,3
GRH,Van Valkenburg,2008-10-17,291,13,TA,12,6,4
GRH,Van Valkenburg,2008-10-17,291,18,WA,12,6,4
GRH,Van Valkenburg,2008-10-17,291,21,RM,12,1,4
GRH,Van Valkenburg,2008-10-17,291,22,RM,12,8,4
GRH,Van Valkenburg,2008-10-20,294,1,BC,12,12,4
GRH,Van Valkenburg,2008-10-20,294,2,WB,24,20,4
GRH,Van Valkenburg,2008-10-20,294,3,BE,24,2,1
GRH,Van Valkenburg,2008-10-20,294,6,TA,18,0,3
GRH,Van Valkenburg,2008-10-20,294,7,GB,11,9,3
GRH,Van Valkenburg,2008-10-20,294,8,RO,12,0,3
GRH,Van Valkenburg,2008-10-20,294,9,RO,12,0,2
GRH,Van Valkenburg,2008-10-20,294,10,WA,12,12,4
GRH,Van Valkenburg,2008-10-20,294,11,LA,12,7,3
GRH,Van Valkenburg,2008-10-20,294,12,BC,12,7,3
GRH,Van Valkenburg,2008-10-20,294,13,TA,12,6,4
GRH,Van Valkenburg,2008-10-20,294,14,LA,12,8,4
GRH,Van Valkenburg,2008-10-20,294,15,BE,12,0,1
GRH,Van Valkenburg,2008-10-20,294,16,WB,12,11,4
GRH,Van Valkenburg,2008-10-20,294,17,GB,12,6,4
GRH,Van Valkenburg,2008-10-20,294,18,WA,12,11,4
GRH,Van Valkenburg,2008-10-20,294,19,YB,12,9,4
GRH,Van Valkenburg,2008-10-20,294,20,YB,12,12,4
GRH,Van Valkenburg,2008-10-20,294,21,RM,12,3,4
GRH,Van Valkenburg,2008-10-20,294,21,RM,12,4,4
GRH,Van Valkenburg,2008-10-20,294,22,RM,12,8,4
GRH,Van Valkenburg,2008-10-22,296,1,BC,12,12,4
GRH,Van Valkenburg,2008-10-22,296,22,RM,12,12,4
GRH,Van Valkenburg,2008-10-23,297,1,BC,12,12,4
GRH,Van Valkenburg,2008-10-23,297,6,TA,18,0,4
GRH,Van Valkenburg,2008-10-23,297,11,LA,12,10,3
GRH,Van Valkenburg,2008-10-23,297,13,TA,12,10,4
GRH,Van Valkenburg,2008-10-23,297,14,LA,12,8,4
GRH,Van Valkenburg,2008-10-23,297,15,BE,12,0,1
GRH,Van Valkenburg,2008-10-23,297,16,WB,12,12,4
GRH,Van Valkenburg,2008-10-23,297,18,WA,12,12,4
GRH,Van Valkenburg,2008-10-23,297,19,YB,12,11,4
GRH,Van Valkenburg,2008-10-23,297,20,YB,12,12,4
GRH,Van Valkenburg,2008-10-23,297,22,RM,12,12,4
GRH,Van Valkenburg,2008-10-24,298,1,BC,12,12,4
GRH,Van Valkenburg,2008-10-24,298,2,WB,24,24,4
GRH,Van Valkenburg,2008-10-24,298,3,BE,24,2,2
GRH,Van Valkenburg,2008-10-24,298,6,TA,18,5,4
GRH,Van Valkenburg,2008-10-24,298,7,GB,11,9,3
GRH,Van Valkenburg,2008-10-24,298,8,RO,12,2,3
GRH,Van Valkenburg,2008-10-24,298,9,RO,12,0,2
GRH,Van Valkenburg,2008-10-24,298,10,WA,12,12,4
GRH,Van Valkenburg,2008-10-24,298,12,BC,12,11,4
GRH,Van Valkenburg,2008-10-24,298,21,RM,12,6,4
GRH,Van Valkenburg,2008-10-24,298,22,RM,12,12,4
GRH,Van Valkenburg,2008-10-27,301,1,BC,12,12,4
GRH,Van Valkenburg,2008-10-27,301,3,BE,24,2,3
GRH,Van Valkenburg,2008-10-27,301,6,TA,18,16,4
GRH,Van Valkenburg,2008-10-27,301,7,GB,11,10,4
GRH,Van Valkenburg,2008-10-27,301,21,RM,12,12,4
GRH,Van Valkenburg,2008-10-27,301,22,RM,12,12,4
GRH,Van Valkenburg,2008-10-28,302,3,BE,24,6,4
GRH,Van Valkenburg,2008-10-28,302,6,TA,18,16,4
GRH,Van Valkenburg,2008-10-28,302,8,RO,12,4,4
GRH,Van Valkenburg,2008-10-28,302,9,RO,12,0,4
GRH,Van Valkenburg,2008-10-28,302,10,WA,12,12,4
GRH,Van Valkenburg,2008-10-29,303,1,BC,12,12,4
GRH,Van Valkenburg,2008-10-29,303,11,LA,12,12,4
GRH,Van Valkenburg,2008-10-29,303,13,TA,12,11,4
GRH,Van Valkenburg,2008-10-29,303,18,WA,12,12,4
GRH,Van Valkenburg,2008-10-29,303,21,RM,12,12,4
GRH,Van Valkenburg,2008-10-29,303,22,RM,12,12,4
GRH,Van Valkenburg,2008-10-30,304,3,BE,24,6,4
GRH,Van Valkenburg,2008-10-30,304,7,GB,11,11,4
GRH,Van Valkenburg,2008-10-30,304,8,RO,12,12,4
GRH,Van Valkenburg,2008-10-30,304,9,RO,12,1,4
GRH,Van Valkenburg,2008-10-30,304,10,WA,12,12,4
GRH,Van Valkenburg,2008-10-30,304,12,BC,12,12,4
GRH,Van Valkenburg,2008-10-30,304,21,RM,12,12,4
GRH,Van Valkenburg,2008-11-07,312,1,BC,12,12,4
GRH,Van Valkenburg,2008-11-07,312,3,BE,24,19,4
GRH,Van Valkenburg,2008-11-07,312,6,TA,18,18,4
GRH,Van Valkenburg,2008-11-07,312,7,GB,11,11,4
GRH,Van Valkenburg,2008-11-07,312,8,RO,12,12,4
GRH,Van Valkenburg,2008-11-07,312,9,RO,12,5,4
GRH,Van Valkenburg,2008-11-07,312,10,WA,12,12,4
GRH,Van Valkenburg,2008-11-07,312,11,LA,12,12,4
GRH,Van Valkenburg,2008-11-07,312,12,BC,12,12,4
GRH,Van Valkenburg,2008-11-07,312,13,TA,12,12,4
GRH,Van Valkenburg,2008-11-07,312,14,LA,12,12,4
GRH,Van Valkenburg,2008-11-07,312,15,BE,12,11,4
GRH,Van Valkenburg,2008-11-07,312,16,WB,12,12,4
GRH,Van Valkenburg,2008-11-07,312,18,WA,12,12,4
GRH,Van Valkenburg,2008-11-07,312,19,YB,12,12,4
GRH,Van Valkenburg,2008-11-07,312,20,YB,12,12,4
GRH,Van Valkenburg,2008-11-07,312,21,RM,12,12,4
GRH,Van Valkenburg,2008-11-07,312,22,RM,12,12,4
GRH,Van Valkenburg,2009-09-08,251,6,TA,12,0,1
GRH,Van Valkenburg,2009-09-08,251,7,GB,12,0,1
GRH,Van Valkenburg,2009-09-09,252,3,BE,12,1,1
GRH,Van Valkenburg,2009-09-09,252,27,BX,12,1,1
GRH,Van Valkenburg,2009-09-09,252,28,BC,12,0,2
GRH,Van Valkenburg,2009-09-09,252,29,GB,12,0,1
GRH,Van Valkenburg,2009-09-09,252,30,BC,12,8,2
GRH,Van Valkenburg,2009-09-09,252,31,AP,12,1,1
GRH,Van Valkenburg,2009-09-09,252,32,AP,12,2,1
GRH,Van Valkenburg,2009-09-09,252,33,RM,12,0,1
GRH,Van Valkenburg,2009-09-10,253,7,GB,12,0,1
GRH,Van Valkenburg,2009-09-10,253,8,RO,12,0,1
GRH,Van Valkenburg,2009-09-10,253,9,RO,12,0,1
GRH,Van Valkenburg,2009-09-10,253,11,LA,12,0,1
GRH,Van Valkenburg,2009-09-10,253,12,BC,12,3,1
GRH,Van Valkenburg,2009-09-10,253,14,LA,10,0,1
GRH,Van Valkenburg,2009-09-10,253,15,BE,12,0,1
GRH,Van Valkenburg,2009-09-10,253,16,WB,12,0,1
GRH,Van Valkenburg,2009-09-10,253,19,YB,12,0,1
GRH,Van Valkenburg,2009-09-10,253,20,YB,12,0,1
GRH,Van Valkenburg,2009-09-10,253,21,RM,12,0,1
GRH,Van Valkenburg,2009-09-10,253,22,RM,12,0,1
GRH,Van Valkenburg,2009-09-10,253,23,WA,12,0,2
GRH,Van Valkenburg,2009-09-10,253,24,WA,12,0,2
GRH,Van Valkenburg,2009-09-10,253,25,WB,12,2,1
GRH,Van Valkenburg,2009-09-10,253,26,BX,12,0,2
GRH,Van Valkenburg,2009-09-18,261,3,BE,12,1,1
GRH,Van Valkenburg,2009-09-18,261,6,TA,12,0,1
GRH,Van Valkenburg,2009-09-18,261,7,GB,12,2,1
GRH,Van Valkenburg,2009-09-18,261,8,RO,12,0,1
GRH,Van Valkenburg,2009-09-18,261,11,LA,12,0,1
GRH,Van Valkenburg,2009-09-18,261,12,BC,12,5,4
GRH,Van Valkenburg,2009-09-18,261,14,LA,10,0,1
GRH,Van Valkenburg,2009-09-18,261,15,BE,12,0,1
GRH,Van Valkenburg,2009-09-18,261,16,WB,12,0,1
GRH,Van Valkenburg,2009-09-18,261,19,YB,12,0,1
GRH,Van Valkenburg,2009-09-18,261,20,YB,12,0,1
GRH,Van Valkenburg,2009-09-18,261,21,RM,12,0,1
GRH,Van Valkenburg,2009-09-18,261,22,RM,12,0,1
GRH,Van Valkenburg,2009-09-18,261,23,WA,12,0,2
GRH,Van Valkenburg,2009-09-18,261,24,WA,12,0,2
GRH,Van Valkenburg,2009-09-18,261,25,WB,12,2,1
GRH,Van Valkenburg,2009-09-18,261,26,BX,12,0,2
GRH,Van Valkenburg,2009-09-18,261,27,BX,12,2,1
GRH,Van Valkenburg,2009-09-18,261,28,BC,12,12,4
GRH,Van Valkenburg,2009-09-18,261,29,GB,12,0,1
GRH,Van Valkenburg,2009-09-18,261,30,BC,12,12,2
GRH,Van Valkenburg,2009-09-18,261,31,AP,12,1,1
GRH,Van Valkenburg,2009-09-18,261,32,AP,12,2,2
GRH,Van Valkenburg,2009-09-18,261,33,RM,12,0,1
GRH,Van Valkenburg,2009-09-20,263,14,LA,10,0,2
GRH,Van Valkenburg,2009-09-21,264,3,BE,12,1,1
GRH,Van Valkenburg,2009-09-21,264,6,TA,12,0,1
GRH,Van Valkenburg,2009-09-21,264,7,GB,12,4,2
GRH,Van Valkenburg,2009-09-21,264,8,RO,12,0,1
GRH,Van Valkenburg,2009-09-21,264,11,LA,12,0,1
GRH,Van Valkenburg,2009-09-21,264,12,BC,12,8,4
GRH,Van Valkenburg,2009-09-21,264,14,LA,10,0,1
GRH,Van Valkenburg,2009-09-21,264,15,BE,12,0,1
GRH,Van Valkenburg,2009-09-21,264,16,WB,12,0,2
GRH,Van Valkenburg,2009-09-21,264,19,YB,12,0,2
GRH,Van Valkenburg,2009-09-21,264,20,YB,12,0,1
GRH,Van Valkenburg,2009-09-21,264,21,RM,12,0,1
GRH,Van Valkenburg,2009-09-21,264,22,RM,12,0,1
GRH,Van Valkenburg,2009-09-21,264,23,WA,12,0,2
GRH,Van Valkenburg,2009-09-21,264,24,WA,12,2,3
GRH,Van Valkenburg,2009-09-21,264,25,WB,12,5,1
